auctionDate,securityType,securityTerm,cusip,bidToCoverRatio,highYield,highDiscountRate,averageMedianYield,averageMedianDiscountRate,lowYield,lowDiscountRate,offeringAmount,totalAccepted,totalTendered,primaryDealerAccepted,directBidderAccepted,indirectBidderAccepted,somaAccepted,reopening,cashManagementBillCMB,tips,floatingRate
2021-02-02,Bill,119-Day,912796A41,3.970000,,0.060000,,0.055000,,0.030000,3000000000,3000028350,1191899790,1585039500,2368005000,1176370450,0,Yes,Yes,No,No
2021-02-01,Bill,13-Week,9127965A3,2.880000,,0.065000,,0.055000,,0.020000,5400000000,6127764740,1628962231,2785589000,4697050000,2027246330,7276916700,Yes,No,No,No
2021-02-01,Bill,26-Week,912796C64,3.410000,,0.070000,,0.060000,,0.040000,5100000000,5787362570,1809717127,2066241000,1579100000,2784678800,6872643500,No,No,No,No
2021-01-28,Bill,4-Week,912796C23,3.910000,,0.055000,,0.035000,,0.015000,3000000000,3242022900,1197890690,1299584000,2254200000,1288192040,2420042400,Yes,No,No,No
2021-01-28,Bill,8-Week,912796D22,3.830000,,0.065000,,0.060000,,0.030000,3500000000,3782496390,1367631559,1390604000,1639600000,1823009300,2823382800,Yes,No,No,No
2021-01-28,Note,7-Year,91282CBJ9,2.300000,0.7540,,0.703000,,0.600000,,6200000000,7037984340,1512838164,1216148750,1009432500,3973845950,8379799900,No,No,No,No
2021-01-27,Bill,105-Day,912796F95,4.070000,,0.075000,,0.065000,,0.040000,2500000000,2500147500,1017306160,1441995250,2405900000,8173931500,0,Yes,Yes,No,No
2021-01-27,Bill,154-Day,912796H85,3.590000,,0.080000,,0.075000,,0.050000,3000000000,3000076950,1075740370,1665774000,1960875000,1138004250,0,No,Yes,No,No
2021-01-27,Note,2-Year,91282CBK6,2.820000,,,,,,,2800000000,3178449600,8277499350,1309621000,300000000,1457852750,3784425800,No,No,No,Yes
2021-01-26,Note,5-Year,91282CBH3,2.340000,0.4240,,0.375000,,0.300000,,6100000000,6924475040,1511383804,1546042000,8625000000,3688509500,8244642000,No,No,No,No
2021-01-26,Bill,42-Day,9127964M8,3.940000,,0.070000,,0.060000,,0.040000,3000000000,3000183320,1183503680,1778914000,2749050000,9439319200,0,Yes,Yes,No,No
2021-01-26,Bill,119-Day,912796A33,3.950000,,0.075000,,0.070000,,0.050000,3000000000,3000006800,1183617110,1758827500,1661552500,1072565450,0,Yes,Yes,No,No
2021-01-26,Bill,52-Week,912796C31,3.920000,,0.090000,,0.085000,,0.055000,3400000000,3863618880,1377771988,1540010000,2672350000,1563822800,4635839900,No,No,No,No
2021-01-25,Note,2-Year,91282CBG5,2.670000,0.1250,,0.099000,,0.025000,,6000000000,6810948960,1681894356,1658217600,9356000000,3385088300,8109483900,No,No,No,No
2021-01-25,Bill,13-Week,9127964Z9,2.920000,,0.080000,,0.070000,,0.035000,5400000000,6136466970,1652959182,2905806900,3646865000,1956429450,7362804700,Yes,No,No,No
2021-01-25,Bill,26-Week,912796C56,3.480000,,0.085000,,0.080000,,0.060000,5100000000,5795408010,1845994083,2196184000,2762140000,2474866280,6953759900,No,No,No,No
2021-01-21,Note,10-Year,91282CBF7,2.680000,-0.9870,,-1.030000,,-1.077000,,1500000000,1500004150,4025149750,2642540000,2923000000,9388503300,0,No,No,Yes,No
2021-01-21,Bill,4-Week,912796B99,3.950000,,0.070000,,0.060000,,0.040000,3000000000,3293663560,1212962356,1314958500,2702675000,1295480850,2935972000,Yes,No,No,No
2021-01-21,Bill,8-Week,912796C98,3.500000,,0.080000,,0.070000,,0.050000,3500000000,3842776890,1258772539,1854605000,5158500000,1067136500,3425300500,Yes,No,No,No
2021-01-20,Bond,19-Year 10,912810ST6,2.280000,1.6570,,1.600000,,0.080000,,2400000000,2724381690,5794229090,6178816000,3482530000,1433613000,3243793500,Yes,No,No,No
2021-01-20,Bill,105-Day,912796F87,4.210000,,0.085000,,0.080000,,0.055000,2500000000,2500064400,1051429540,1079055000,2009150000,1219334000,0,Yes,Yes,No,No
2021-01-20,Bill,154-Day,912796H36,3.630000,,0.090000,,0.090000,,0.060000,3000000000,3000034780,1087681590,1236471750,1818142500,1581530380,0,No,Yes,No,No
2021-01-19,Bill,42-Day,9127964F3,3.340000,,0.085000,,0.080000,,0.050000,3000000000,3000151200,1001290330,1908686900,3651130000,7233880000,0,Yes,Yes,No,No
2021-01-19,Bill,13-Week,9127962Q1,2.990000,,0.085000,,0.080000,,0.045000,5400000000,6162144160,1689905819,2758467800,1700000000,2354912770,7619728800,Yes,No,No,No
2021-01-19,Bill,119-Day,9127962Y4,3.780000,,0.090000,,0.080000,,0.060000,3000000000,3000000140,1132653000,1280782100,1762237500,1542614290,0,Yes,Yes,No,No
2021-01-19,Bill,26-Week,912796C49,3.090000,,0.095000,,0.080000,,0.045000,5100000000,5819743350,1647259473,2381071500,1441900000,2493668420,7196410400,No,No,No,No
2021-01-14,Bill,4-Week,912796B81,3.620000,,0.075000,,0.070000,,0.050000,3000000000,3283860800,1114451930,1656514500,2491045000,9643024100,2838125400,Yes,No,No,No
2021-01-14,Bill,8-Week,912796C80,3.230000,,0.080000,,0.075000,,0.050000,3500000000,3831306650,1165342485,2252956800,2447100000,9144150000,3311146100,Yes,No,No,No
2021-01-13,Bill,105-Day,912796F79,3.840000,,0.090000,,0.080000,,0.060000,2500000000,2500099460,9608362200,1272338000,2045475000,1022624260,0,Yes,Yes,No,No
2021-01-13,Bill,154-Day,912796H28,3.620000,,0.090000,,0.085000,,0.060000,3000000000,3000081800,1084987350,1757102000,2028550000,1040016300,0,No,Yes,No,No
2021-01-13,Bond,29-Year 10,912810SS8,2.470000,1.8250,,1.790000,,0.080000,,2400000000,2641262530,6174073570,3396744500,4128017500,1647175060,2412623500,Yes,No,No,No
2021-01-12,Note,9-Year 10-,91282CAV3,2.470000,1.1640,,1.120000,,0.961000,,3800000000,4181999100,9752564100,7593650000,6749600000,2364843500,3819987200,Yes,No,No,No
2021-01-12,Bill,42-Day,912796XE4,3.180000,,0.085000,,0.075000,,0.050000,3000000000,3000003250,9540508800,2050561200,2291905000,7166687500,0,Yes,Yes,No,No
2021-01-12,Bill,119-Day,912796A25,3.610000,,0.090000,,0.085000,,0.060000,3000000000,3000203050,1082071830,1542406900,1951780000,1260578850,0,Yes,Yes,No,No
2021-01-11,Note,3-Year,91282CBE0,2.520000,0.2340,,0.210000,,0.120000,,5800000000,6383066180,1520168918,1923071000,8434060000,3021123000,5830507000,No,No,No,No
2021-01-11,Bill,13-Week,9127964Y2,2.920000,,0.090000,,0.080000,,0.045000,5400000000,6057469950,1645218963,2606983900,6164815000,2027299620,6573985200,Yes,No,No,No
2021-01-11,Bill,26-Week,9127963S6,3.290000,,0.090000,,0.075000,,0.050000,5100000000,5720948730,1737871553,1736440000,5402000000,2731755130,6208763700,Yes,No,No,No
2021-01-07,Bill,4-Week,912796B73,3.460000,,0.080000,,0.075000,,0.050000,3000000000,3290141970,1068407772,1622009000,5573455000,6636963800,2900515800,Yes,No,No,No
2021-01-07,Bill,8-Week,912796C72,3.810000,,0.085000,,0.080000,,0.050000,3500000000,3838484830,1367597923,1291748000,4233920000,1755618900,3383934900,Yes,No,No,No
2021-01-06,Bill,105-Day,912796F20,3.730000,,0.090000,,0.085000,,0.060000,2500000000,2500172350,9315861600,1255540500,2285675000,1015952750,0,Yes,Yes,No,No
2021-01-06,Bill,154-Day,912796G94,3.570000,,0.090000,,0.080000,,0.060000,3000000000,3000066600,1070585240,1357550400,4521440000,1190174800,0,No,Yes,No,No
2021-01-05,Bill,42-Day,9127964D8,3.130000,,0.085000,,0.075000,,0.050000,3000000000,3000068300,9382200300,2228186000,2224020000,5473600000,0,Yes,Yes,No,No
2021-01-05,Bill,119-Day,9127965A3,3.930000,,0.085000,,0.080000,,0.050000,3000000000,3000006600,1178324850,1415595700,1650000000,1418137400,0,Yes,Yes,No,No
2021-01-04,Bill,13-Week,9127964X4,2.950000,,0.090000,,0.080000,,0.050000,5400000000,6093671750,1664052555,2439464000,2435270000,2647703100,6935198200,Yes,No,No,No
2021-01-04,Bill,26-Week,912796B57,3.240000,,0.090000,,0.075000,,0.050000,5100000000,5755094560,1720367446,1989531500,2165202500,2846553550,6549909400,No,No,No,No
2022-12-29,Bill,4-Week,912796ZM4,2.640000,,3.830000,,3.650000,,3.300000,4500000000,4594396900,1195784640,1983810000,700000000,2242565670,943870400,Yes,No,No,No
2022-12-29,Bill,8-Week,912796Y78,2.410000,,4.250000,,4.140000,,3.980000,4500000000,4594421640,1093387444,2322547200,850000000,2012355000,943870300,Yes,No,No,No
2022-12-29,Note,7-Year,91282CGB1,2.450000,3.9210,,3.859000,,3.800000,,3500000000,3500001020,8587435020,5505060000,5650100000,2379156500,0,No,No,No,No
2022-12-28,Bill,17-Week,912796CW7,2.880000,,4.550000,,4.480000,,4.400000,3300000000,3369228670,9575963470,1363467100,612565000,1745481600,692171500,No,No,No,No
2022-12-28,Note,5-Year,91282CGC9,2.460000,3.9730,,3.905000,,3.830000,,4300000000,4300001890,1055879720,7253180000,7957034900,2765095200,0,No,No,No,No
2022-12-28,Note,1-Year 10-,91282CFS5,3.400000,,,,,,,2200000000,2200019030,7486729030,8440000000,200000000,1332693900,0,Yes,No,No,Yes
2022-12-27,Note,2-Year,91282CGD7,2.710000,4.3730,,4.317000,,4.220000,,4200000000,4200004300,1139556270,7846000000,7697666000,2560046000,0,No,No,No,No
2022-12-27,Bill,13-Week,912796YM5,2.380000,,4.350000,,4.255000,,4.150000,5400000000,6114832960,1355720696,3100826000,1590000000,1961936230,7147787000,Yes,No,No,No
2022-12-27,Bill,26-Week,912796ZR3,2.560000,,4.600000,,4.520000,,4.200000,4500000000,5095700730,1213201473,2356844000,1420000000,1706105400,5956489100,No,No,No,No
2022-12-27,Bill,52-Week,912796ZN2,3.240000,,4.515000,,4.500000,,4.300000,3400000000,3850049010,1148099810,1143652000,25000000,2051210610,4500458400,No,No,No,No
2022-12-22,Note,4-Year 10-,91282CFR7,2.510000,1.5040,,1.360000,,1.278000,,1900000000,1900000030,4768675280,1533247500,3350000000,1394649000,0,Yes,No,Yes,No
2022-12-22,Bill,4-Week,912796ZL6,2.880000,,3.610000,,3.500000,,3.400000,4500000000,4621958120,1308555562,1265156250,350000000,2988518640,1219493100,Yes,No,No,No
2022-12-22,Bill,8-Week,912796Y60,2.680000,,3.985000,,3.880000,,3.100000,4500000000,4621949640,1220053964,1520410000,600000000,2835045500,1219493000,Yes,No,No,No
2022-12-21,Bond,19-Year 11,912810TM0,2.680000,3.9350,,3.899000,,3.811000,,1200000000,1200000080,3217909930,1037415000,2270000000,8633026500,0,Yes,No,No,No
2022-12-21,Bill,17-Week,912796CV9,3.000000,,4.425000,,4.370000,,4.300000,3300000000,3389437360,9989236300,9505000000,620000000,2210313060,894294800,No,No,No,No
2022-12-19,Bill,13-Week,912796U31,2.570000,,4.290000,,4.200000,,4.100000,5400000000,5583819850,1403648405,2009706000,1385000000,3054837300,1838123000,Yes,No,No,No
2022-12-19,Bill,26-Week,912796ZQ5,2.860000,,4.550000,,4.500000,,4.300000,4500000000,4653195180,1300183998,1474137500,1367425000,2612885500,1531769100,No,No,No,No
2022-12-15,Bill,4-Week,912796ZK8,3.160000,,3.780000,,3.620000,,3.250000,4500000000,4621055860,1432707086,1050985000,800000000,3128324250,1210543000,Yes,No,No,No
2022-12-15,Bill,8-Week,912796ZU6,2.720000,,4.060000,,3.995000,,3.900000,4500000000,4621065010,1236114901,1680696000,1150000000,2574430000,1210542900,Yes,No,No,No
2022-12-14,Bill,17-Week,912796CU1,2.960000,,4.440000,,4.400000,,4.280000,3300000000,3388782050,9855767050,1081041000,600000000,2128799000,887731400,No,No,No,No
2022-12-13,Bond,29-Year 11,912810TL2,2.250000,3.5130,,3.430000,,3.350000,,1800000000,1800002140,4047416220,2756104000,4153400000,1106827520,0,Yes,No,No,No
2022-12-12,Bill,13-Week,912796YL7,2.510000,,4.270000,,4.190000,,4.050000,5400000000,5868611750,1403610935,2594100000,2175000000,2386408200,4685853700,Yes,No,No,No
2022-12-12,Bill,26-Week,912796X53,2.660000,,4.630000,,4.560000,,4.350000,4500000000,4890511030,1237250803,1988920000,3397000000,1973320100,3904878000,Yes,No,No,No
2022-12-12,Note,3-Year,91282CGA3,2.550000,4.0930,,4.030000,,3.940000,,4000000000,4000004780,1020566478,7060000000,8083000000,2440280000,0,No,No,No,No
2022-12-12,Note,9-Year 11-,91282CFV8,2.310000,3.6250,,3.535000,,3.400000,,3200000000,3200000440,7399291440,6984090000,5974000000,1899457000,0,Yes,No,No,No
2022-12-08,Bill,4-Week,912796ZJ1,3.190000,,3.650000,,3.645000,,3.300000,4500000000,4647675140,1448564662,1255786520,0,2980982210,1476404000,Yes,No,No,No
2022-12-08,Bill,8-Week,912796ZT9,2.940000,,3.940000,,3.910000,,3.800000,4500000000,4647687650,1339151051,1187761000,0,3212251140,1476403900,Yes,No,No,No
2022-12-07,Bill,17-Week,912796CT4,2.660000,,4.400000,,4.350000,,4.280000,3300000000,3408299710,8902780010,1590047700,500000000,1629347000,1082696200,No,No,No,No
2022-12-05,Bill,13-Week,912796YK9,2.670000,,4.270000,,4.205000,,4.000000,5400000000,5859428310,1490066491,2012245000,2600000000,2949278480,4594173300,Yes,No,No,No
2022-12-05,Bill,26-Week,912796ZP7,2.570000,,4.570000,,4.490000,,4.400000,4500000000,4882853030,1193748678,2205866250,1680000000,1931609000,3828477600,No,No,No,No
2022-12-01,Bill,4-Week,912796ZH5,3.430000,,3.950000,,3.900000,,3.600000,4500000000,4624791970,1556167874,1745180000,1000000000,2332943620,1247364500,Yes,No,No,No
2022-12-01,Bill,8-Week,912796ZM4,2.760000,,4.080000,,4.050000,,4.000000,4500000000,4624755940,1255509344,1584000000,750000000,2712711500,1247364500,Yes,No,No,No
2022-11-30,Bill,17-Week,912796Z93,3.100000,,4.430000,,4.400000,,4.340000,3300000000,3391477390,1032744179,1324072000,600000000,1883943600,914733900,No,No,No,No
2022-11-29,Bill,52-Week,912796ZD4,2.830000,,4.555000,,4.520000,,4.200000,3400000000,3832746070,1004334657,1109955000,100000000,2111590300,4326870500,No,No,No,No
2022-11-28,Bill,13-Week,912796YB9,2.560000,,4.285000,,4.220000,,4.000000,5400000000,6087216110,1449292121,2649652000,1150000000,2460451400,6872088600,Yes,No,No,No
2022-11-28,Bill,26-Week,912796ZG7,2.900000,,4.550000,,4.500000,,4.300000,4500000000,5072751950,1360882220,1675223000,4125000000,2235630850,5726740400,No,No,No,No
2022-11-23,Bill,4-Week,912796ZA0,2.550000,,3.970000,,3.900000,,3.700000,5500000000,5680752400,1422037240,2119330000,2500000000,2937313190,1807511400,Yes,No,No,No
2022-11-23,Bill,8-Week,912796ZL6,2.810000,,4.120000,,4.080000,,4.030000,5000000000,5164328820,1421946332,1568814000,900000000,3234602000,1643192100,Yes,No,No,No
2022-11-23,Bill,17-Week,912796Z85,3.240000,,4.400000,,4.370000,,4.270000,3300000000,3408522620,1080168564,1112265400,750000000,2070881580,1084506700,No,No,No,No
2022-11-22,Note,7-Year,91282CFY2,2.330000,3.8900,,3.819000,,3.750000,,3500000000,3880504010,8535721410,7465736000,5856990000,2163837000,3805026900,No,No,No,No
2022-11-22,Note,1-Year 11-,91282CFS5,2.450000,,,,,,,2200000000,2200010200,5384518700,1133991500,1025000000,9566000000,0,Yes,No,No,Yes
2022-11-21,Note,2-Year,91282CFX4,2.640000,4.5050,,4.460000,,4.350000,,4200000000,4656612520,1155630377,8441050000,9164525000,2332106750,4566032400,No,No,No,No
2022-11-21,Note,5-Year,91282CFZ9,2.390000,3.9740,,3.899000,,3.800000,,4300000000,4767476240,1074394738,6457253000,8016895000,2838036560,4674747500,No,No,No,No
2022-11-21,Bill,13-Week,912796T33,2.640000,,4.220000,,4.160000,,3.000000,5400000000,6027957350,1488426110,2196662500,2440000000,2721355750,6279409800,Yes,No,No,No
2022-11-21,Bill,26-Week,912796ZF9,3.030000,,4.520000,,4.490000,,4.300000,4500000000,5023334120,1415975812,1303708000,1100000000,2849429600,5232841500,No,No,No,No
2022-11-17,Note,9-Year 8-M,91282CEZ0,2.250000,1.4850,,1.390000,,1.330000,,1500000000,1663074790,3539165590,1416742000,2410000000,1113536000,1630725800,Yes,No,Yes,No
2022-11-17,Bill,16-Day,912796X61,2.380000,,3.800000,,3.730000,,3.400000,4000000000,4000126800,9520679300,3194037500,1800000000,6216100000,0,Yes,Yes,No,No
2022-11-17,Bill,4-Week,912796YZ6,2.540000,,3.795000,,3.750000,,3.430000,6500000000,6689966530,1671970003,2358800000,850000000,3843581110,1899594700,Yes,No,No,No
2022-11-17,Bill,8-Week,912796ZK8,2.460000,,4.020000,,3.965000,,3.900000,5500000000,5660745660,1370665716,2421903000,650000000,2913133700,1607349300,Yes,No,No,No
2022-11-16,Bond,20-Year,912810TM0,2.640000,4.0720,,4.010000,,3.960000,,1500000000,1663073920,4123998410,1378000000,2295000000,1122480010,1630725800,No,No,No,No
2022-11-16,Bill,17-Week,912796Z77,3.150000,,4.320000,,4.275000,,4.200000,3300000000,3396456750,1048759675,1550212000,989600000,1616976500,964409600,No,No,No,No
2022-11-14,Bill,13-Week,912796YA1,2.630000,,4.155000,,4.110000,,4.000000,5700000000,6475944770,1574569632,2136671500,3325000000,3009285950,7759421600,Yes,No,No,No
2022-11-14,Bill,26-Week,912796W47,2.860000,,4.440000,,4.390000,,4.200000,4500000000,5112605010,1348881046,1417430000,1224000000,2737290550,6125859100,Yes,No,No,No
2022-11-10,Bill,4-Week,912796YY9,2.650000,,3.580000,,3.530000,,3.300000,6500000000,6719226030,1745963763,2085181500,6150000000,3553123010,2192171900,Yes,No,No,No
2022-11-10,Bill,8-Week,912796ZJ1,2.680000,,3.850000,,3.820000,,3.700000,5500000000,5685535090,1490500159,2075773500,690000000,3238424500,1854914600,Yes,No,No,No
2022-11-10,Bond,30-Year,912810TL2,2.420000,4.0800,,4.000000,,3.888000,,2100000000,2836425330,5822918010,2030932000,4273800000,1466005920,7364202400,No,No,No,No
2022-11-09,Bill,17-Week,912796Z69,3.210000,,4.300000,,4.250000,,4.200000,3300000000,3411317680,1071723668,1188733000,504000000,2021023400,1112948700,No,No,No,No
2022-11-09,Note,10-Year,91282CFV8,2.230000,4.1400,,4.044000,,3.960000,,3500000000,4727370140,9045938140,8520247500,6303000000,2005588250,1227367060,No,No,No,No
2022-11-08,Note,3-Year,91282CFW6,2.570000,4.6050,,4.540000,,4.000000,,4000000000,5402707630,1167529663,8188975000,6716100000,2450663500,1402705220,No,No,No,No
2022-11-07,Bill,13-Week,912796XZ7,2.720000,,4.120000,,4.065000,,3.800000,5700000000,6386176280,1620333498,2454025800,2830000000,2679884900,6861134900,Yes,No,No,No
2022-11-07,Bill,26-Week,912796ZE2,2.890000,,4.490000,,4.450000,,4.200000,4500000000,5041673830,1356224408,1616073000,1081700000,2510763150,5416685300,No,No,No,No
2022-11-03,Bill,4-Week,912796YX1,2.530000,,3.620000,,3.560000,,2.710000,6500000000,6679511690,1661411839,2772540000,500000000,3412645890,1794588000,Yes,No,No,No
2022-11-03,Bill,8-Week,912796ZH5,2.750000,,3.880000,,3.845000,,3.600000,5500000000,5651910230,1527404603,1981905000,561500000,3361750200,1518497500,Yes,No,No,No
2022-11-02,Bill,17-Week,912796Y86,3.140000,,4.280000,,4.250000,,4.200000,3300000000,3391120160,1044479001,1050590000,725000000,2155401750,911098400,No,No,No,No
2022-11-01,Bill,52-Week,912796YT0,2.830000,,4.505000,,4.450000,,4.390000,3400000000,3925525170,1016264517,1056500000,225020000,2154443400,5255153600,No,No,No,No
2022-10-31,Bill,13-Week,912796XT1,2.600000,,4.070000,,4.020000,,3.900000,5700000000,6581027940,1570263827,1921057000,4000000000,3197716170,8810110500,Yes,No,No,No
2022-10-31,Bill,26-Week,912796YW3,2.950000,,4.440000,,4.405000,,4.300000,4500000000,5195543380,1395190318,1878588000,2448600000,2189834500,6955350300,No,No,No,No
2022-10-27,Bill,4-Week,912796YS2,2.480000,,3.600000,,3.550000,,3.400000,6500000000,6717663760,1636182976,2615882000,1000000000,3493973390,2176276300,Yes,No,No,No
2022-10-27,Bill,8-Week,912796ZA0,2.670000,,3.820000,,3.780000,,3.700000,5500000000,5684152240,1489367288,2408341000,1100000000,2808878360,1841464500,Yes,No,No,No
2022-10-27,Note,7-Year,91282CFT3,2.430000,4.0270,,3.950000,,3.850000,,3500000000,3500002700,8506387820,4933492500,7941356300,2208138400,0,No,No,No,No
2022-10-26,Bill,17-Week,912796Y78,2.920000,,4.180000,,4.150000,,4.080000,3300000000,3410496220,9755929220,1219806000,532610000,1951600000,1104878700,No,No,No,No
2022-10-26,Note,2-Year,91282CFS5,2.650000,,,,,,,2400000000,2400007240,6359800990,6212112500,350000000,1739495000,0,No,No,No,Yes
2022-10-26,Note,5-Year,91282CFU0,2.480000,4.1920,,4.119000,,4.050000,,4300000000,4300000640,1066186764,7042830000,6655500000,2907905200,0,No,No,No,No
2022-10-25,Note,2-Year,91282CFQ9,2.590000,4.4600,,4.388000,,4.250000,,4200000000,4200004540,1086563394,9812941000,1024460000,2047024500,0,No,No,No,No
2022-10-24,Bill,13-Week,912796S34,2.560000,,4.000000,,3.950000,,3.600000,5700000000,6335861040,1524422739,2138597000,6500000000,2641106150,6358602200,Yes,No,No,No
2022-10-24,Bill,26-Week,912796YV5,2.560000,,4.390000,,4.330000,,4.200000,4500000000,5001999500,1203171300,2035584500,7822020000,1394386900,5019949100,No,No,No,No
2022-10-20,Note,5-Year,91282CFR7,2.380000,1.7320,,1.669000,,1.627000,,2100000000,2100000000,5004618450,1604815500,3529000000,1561015000,0,No,No,Yes,No
2022-10-20,Bill,4-Week,912796YR4,2.350000,,3.430000,,3.355000,,3.100000,6500000000,6703582420,1550309242,3273272000,750000000,2947215310,2035800800,Yes,No,No,No
2022-10-20,Bill,8-Week,912796YZ6,2.490000,,3.690000,,3.640000,,3.550000,5500000000,5672264610,1385857861,2363034000,677950000,2961672200,1722600700,Yes,No,No,No
2022-10-19,Bond,19-Year 10,912810TK4,2.500000,4.3950,,4.319000,,4.220000,,1200000000,1200001080,3002773780,1966430000,2376843000,7622020000,0,Yes,No,No,No
2022-10-19,Bill,17-Week,912796Y60,2.930000,,4.140000,,4.100000,,4.050000,3300000000,3403374780,9783033530,1138458250,3128080000,1825240000,1033560400,No,No,No,No
2022-10-17,Bill,13-Week,912796XS3,2.490000,,3.820000,,3.750000,,3.400000,5700000000,6348709110,1482955311,2625656000,1825000000,2728566300,6486880600,Yes,No,No,No
2022-10-17,Bill,26-Week,912796V48,2.660000,,4.245000,,4.190000,,4.100000,4500000000,5012129880,1246165438,1992515000,1440000000,2152782000,5121221500,Yes,No,No,No
2022-10-13,Bill,4-Week,912796YQ6,2.500000,,3.250000,,3.190000,,2.900000,6000000000,6267085460,1526862216,2450583000,900000000,3283441310,2670641800,Yes,No,No,No
2022-10-13,Bill,8-Week,912796YY9,2.480000,,3.480000,,3.400000,,3.350000,5000000000,5222564350,1263525185,2018562500,650000000,2801765000,2225534700,Yes,No,No,No
2022-10-13,Bond,29-Year 10,912810TJ7,2.390000,3.9300,,3.850000,,3.790000,,1800000000,1800000140,4295071140,2198950000,3355600000,1243641900,0,Yes,No,No,No
2022-10-12,Bill,119-Day,912796ZU6,3.230000,,3.890000,,3.850000,,3.500000,3300000000,3300024110,1065440340,1110037500,625000000,2115715710,0,No,Yes,No,No
2022-10-12,Note,9-Year 10-,91282CFF3,2.340000,3.9300,,3.850000,,3.800000,,3200000000,3200002960,7489439710,6300632500,7520600000,1816383400,0,Yes,No,No,No
2022-10-11,Note,3-Year,91282CFP1,2.570000,4.3180,,4.240000,,4.180000,,4000000000,4000000970,1026868397,1068517000,7724000000,2109287000,0,No,No,No,No
2022-10-11,Bill,13-Week,912796XR5,2.390000,,3.510000,,3.420000,,3.250000,5700000000,6296008900,1420410690,3028100000,1800000000,2237587000,5959918900,Yes,No,No,No
2022-10-11,Bill,26-Week,912796YU7,2.860000,,4.030000,,3.970000,,3.800000,4500000000,4970580010,1336162051,1925361500,932585000,2205262190,4705199100,No,No,No,No
2022-10-06,Bill,4-Week,912796YP8,2.750000,,2.920000,,2.850000,,2.550000,5000000000,5215315750,1396023975,2123280000,715000000,2625332090,2153094600,Yes,No,No,No
2022-10-06,Bill,8-Week,912796YX1,2.530000,,3.230000,,3.150000,,3.000000,4500000000,4693791110,1156129901,2580992100,950000000,1722273500,1937785100,Yes,No,No,No
2022-10-05,Bill,119-Day,912796ZT9,3.190000,,3.700000,,3.650000,,3.250000,3000000000,3000016300,9566986300,1096320000,760400000,1814070000,0,No,Yes,No,No
2022-10-04,Bill,52-Week,912796YJ2,2.680000,,3.955000,,3.895000,,3.600000,3400000000,3826805720,9554261720,1222600000,1125000000,1898517400,4268038400,No,No,No,No
2022-10-03,Bill,13-Week,912796X95,2.560000,,3.340000,,3.280000,,3.150000,5400000000,6077872660,1452301866,2184072500,2181450000,2760644300,6778649300,Yes,No,No,No
2022-10-03,Bill,26-Week,912796YN3,2.620000,,3.850000,,3.790000,,3.700000,4200000000,4727234680,1152062518,1986130000,1275000000,1837782000,5272282800,No,No,No,No
2022-09-29,Bill,4-Week,912796YG8,2.540000,,2.660000,,2.580000,,2.400000,5000000000,5262114600,1297184560,1847091000,1157100000,2869499390,2621037800,Yes,No,No,No
2022-09-29,Bill,8-Week,912796YS2,2.570000,,3.065000,,3.000000,,2.880000,4500000000,4735894020,1179285902,1888845000,500000000,2476020000,2358933900,Yes,No,No,No
2022-09-28,Bill,119-Day,912796ZM4,3.050000,,3.590000,,3.560000,,3.400000,3000000000,3000020300,9163263300,1382412000,500000000,1464195000,0,No,Yes,No,No
2022-09-28,Note,1-Year 10-,91282CFD8,2.840000,,,,,,,2200000000,2200002910,6257458910,7495840000,375000000,1409560000,0,Yes,No,No,Yes
2022-09-28,Note,7-Year,91282CFL0,2.570000,3.8980,,3.850000,,3.797000,,3600000000,3600000360,9248517960,4618000000,8865400000,2246368900,0,No,No,No,No
2022-09-27,Note,5-Year,91282CFM8,2.270000,4.2280,,4.130000,,4.050000,,4400000000,4400010790,9993067790,9514000000,8192000000,2609951000,0,No,No,No,No
2022-09-26,Note,2-Year,91282CFN6,2.510000,4.2900,,4.220000,,4.100000,,4300000000,4300012370,1079088802,9133651500,1021900000,2178338900,0,No,No,No,No
2022-09-26,Bill,13-Week,912796R27,2.560000,,3.270000,,3.220000,,2.900000,5400000000,6088960460,1453685560,2066020600,1700000000,2870255860,6889358500,Yes,No,No,No
2022-09-26,Bill,26-Week,912796YM5,2.680000,,3.850000,,3.800000,,3.500000,4200000000,4735853930,1178335313,1836098100,981050000,1949662200,5358389900,No,No,No,No
2022-09-22,Note,9-Year 10-,91282CEZ0,2.540000,1.2480,,1.180000,,1.080000,,1500000000,1500009970,3809239470,1179000000,3188300000,1058381500,0,Yes,No,Yes,No
2022-09-22,Bill,4-Week,912796YF0,2.820000,,2.660000,,2.600000,,2.250000,5000000000,5270624670,1436549167,1970000000,1100675000,2729645500,2706169800,Yes,No,No,No
2022-09-22,Bill,8-Week,912796YR4,2.600000,,2.990000,,2.940000,,2.850000,4500000000,4743556190,1192531419,2010118000,1000000000,2280875900,2435552800,Yes,No,No,No
2022-09-21,Bill,119-Day,912796ZL6,3.760000,,3.590000,,3.540000,,3.300000,3000000000,3000028000,1126698240,1184980000,0,1802565600,0,No,Yes,No,No
2022-09-20,Bond,19-Year 11,912810TK4,2.650000,3.8200,,3.750000,,3.700000,,1200000000,1200002310,3185817310,966529000,1992500000,9030451000,0,Yes,No,No,No
