record_date,type,today,mtd,fytd
2025-02-25,W,329899,2477928,15195013
2025-02-26,D,20477,2329090,14953476
2025-02-26,W,75637,2553565,15270651
2025-02-27,D,239184,2568274,15192660
2025-02-27,W,270441,2824006,15541092
2025-02-28,D,281285,2849560,15473945
2025-02-28,W,258997,3083003,15800089
2025-03-03,D,69621,69621,15543567
2025-03-03,W,62494,62494,15862582
2025-03-04,D,233477,303098,15777044
2025-03-04,W,267436,329930,16130019
2025-03-05,D,22497,325596,15799541
2025-03-05,W,32430,362360,16162448
2025-03-06,D,267248,592843,16066789
2025-03-06,W,260578,622937,16423026
2025-03-07,D,17194,610038,16083983
2025-03-07,W,25221,648158,16448247
2025-03-10,D,42688,652725,16126671
2025-03-10,W,21561,669720,16469808
2025-03-11,D,227295,880020,16353966
2025-03-11,W,268986,938705,16738794
2025-03-12,D,21614,901635,16375580
2025-03-12,W,71798,1010504,16810593
2025-03-13,D,227987,1129622,16603567
2025-03-13,W,266277,1276780,17076869
2025-03-14,D,29819,1159441,16633387
2025-03-14,W,28102,1304882,17104971
2025-03-17,D,199103,1358544,16832490
2025-03-17,W,82492,1387374,17187463
2025-03-18,D,225488,1584032,17057977
2025-03-18,W,306087,1693461,17493550
2025-03-19,D,20342,1604374,17078319
2025-03-19,W,54695,1748157,17548246
2025-03-20,D,270474,1874847,17348793
2025-03-20,W,303027,2051183,17851272
2025-03-21,D,15482,1890330,17364275
2025-03-21,W,36783,2087967,17888055
2025-03-24,D,40714,1931043,17404989
2025-03-24,W,16973,2104940,17905028
2025-03-25,D,224427,2155471,17629416
2025-03-25,W,259615,2364555,18164643
2025-03-26,D,19302,2174773,17648718
2025-03-26,W,53830,2418384,18218473
2025-03-27,D,227067,2401840,17875785
2025-03-27,W,262388,2680772,18480861
2025-03-28,D,51337,2453177,17927122
2025-03-28,W,30198,2710970,18511059
2025-03-31,D,262527,2715704,18189649
2025-03-31,W,158530,2869500,18669589
2025-04-01,D,250278,250278,18439927
2025-04-01,W,356206,356206,19025795
2025-04-02,D,27109,277387,18467036
2025-04-02,W,25342,381548,19051137
2025-04-03,D,288860,566247,18755896
2025-04-03,W,294124,675673,19345262
2025-04-04,D,19612,585858,18775508
2025-04-04,W,24580,700253,19369842
2025-04-07,D,35099,620958,18810607
2025-04-07,W,16502,716755,19386344
2025-04-08,D,288345,909303,19098952
2025-04-08,W,251699,968454,19638043
2025-04-09,D,26367,935670,19125319
2025-04-09,W,57813,1026267,19695856
2025-04-10,D,260870,1196540,19386189
2025-04-10,W,261591,1287858,19957447
2025-04-11,D,50474,1247013,19436663
2025-04-11,W,34438,1322297,19991886
2025-04-14,D,105437,1352451,19542100
2025-04-14,W,20270,1342566,20012155
2025-04-15,D,549487,1901938,20091588
2025-04-15,W,364703,1707269,20376858
2025-04-16,D,89851,1991789,20181439
2025-04-16,W,51524,1758793,20428382
2025-04-17,D,324754,2316544,20506193
2025-04-17,W,363544,2122336,20791926
2025-04-18,D,31002,2347545,20537195
2025-04-18,W,18614,2140950,20810539
2025-04-21,D,43567,2391112,20580762
2025-04-21,W,29504,2170454,20840043
2025-04-22,D,275121,2666233,20855882
2025-04-22,W,294880,2465335,21134924
2025-04-23,D,32571,2698804,20888454
2025-04-23,W,63096,2528431,21198020
2025-04-24,D,245127,2943931,21133581
2025-04-24,W,258527,2786958,21456547
2025-04-25,D,28870,2972801,21162451
2025-04-25,W,19939,2806897,21476486
2025-04-28,D,46359,3019160,21208809
2025-04-28,W,20052,2826948,21496537
2025-04-29,D,254501,3273661,21463310
2025-04-29,W,235793,3062741,21732330
2025-04-30,D,307733,3581394,21771043
2025-04-30,W,246782,3309523,21979112
2025-05-01,D,278368,278368,22049411
2025-05-01,W,362936,362936,22342048
2025-05-02,D,23149,301517,22072560
2025-05-02,W,41892,404828,22383940
2025-05-05,D,33350,334867,22105910
2025-05-05,W,17345,422173,22401285
2025-05-06,D,235920,570787,22341830
2025-05-06,W,242518,664690,22643802
2025-05-07,D,29899,600686,22371729
2025-05-07,W,17792,682483,22661595
2025-05-08,D,236995,837681,22608724
2025-05-08,W,256627,939109,22918221
2025-05-09,D,16488,854168,22625212
2025-05-09,W,19970,959079,22938191
2025-05-12,D,32494,886663,22657706
2025-05-12,W,21871,980950,22960062
2025-05-13,D,258949,1145612,22916655
2025-05-13,W,251666,1232616,23211728
2025-05-14,D,19408,1165019,22936063
2025-05-14,W,47626,1280243,23259355
2025-05-15,D,471703,1636723,23407766
2025-05-15,W,537487,1817730,23796842
2025-05-16,D,27806,1664529,23435572
2025-05-16,W,19749,1837479,23816591
2025-05-19,D,33868,1698396,23469440
2025-05-19,W,15366,1852846,23831958
2025-05-20,D,233230,1931626,23702669
2025-05-20,W,244911,2097757,24076869
2025-05-21,D,20116,1951742,23722785
2025-05-21,W,55756,2153513,24132625
2025-05-22,D,252947,2204689,23975733
2025-05-22,W,255085,2408598,24387710
2025-05-23,D,17089,2221779,23992822
2025-05-23,W,20194,2428792,24407904
2025-05-27,D,256172,2477950,24248993
2025-05-27,W,249334,2678126,24657238
2025-05-28,D,11373,2489324,24260367
2025-05-28,W,52228,2730354,24709466
2025-05-29,D,241794,2731118,24502161
2025-05-29,W,278577,3008931,24988043
2025-05-30,D,64365,2795483,24566526
2025-05-30,W,112766,3121697,25100809
2025-06-02,D,277562,277562,24844088
2025-06-02,W,189642,189642,25290451
2025-06-03,D,215789,493351,25059877
2025-06-03,W,272214,461856,25562665
2025-06-04,D,19758,513109,25079635
2025-06-04,W,26536,488392,25589201
2025-06-05,D,217052,730161,25296687
2025-06-05,W,242369,730760,25831569
2025-06-06,D,16373,746534,25313060
2025-06-06,W,22458,753219,25854027
2025-06-09,D,33349,779884,25346410
2025-06-09,W,19312,772530,25873339
2025-06-10,D,199439,979323,25545849
2025-06-10,W,248826,1021356,26122165
2025-06-11,D,27397,1006720,25573246
2025-06-11,W,59781,1081137,26181946
2025-06-12,D,276648,1283368,25849894
2025-06-12,W,292866,1374003,26474812
2025-06-13,D,49868,1333235,25899761
2025-06-13,W,22597,1396600,26497409
2025-06-16,D,232607,1565842,26132368
2025-06-16,W,74382,1470983,26571792
2025-06-17,D,206443,1772286,26338812
2025-06-17,W,243607,1714590,26815398
2025-06-18,D,29617,1801902,26368428
2025-06-18,W,54904,1769494,26870303
2025-06-20,D,228967,2030869,26597395
2025-06-20,W,246298,2015792,27116601
2025-06-23,D,37417,2068286,26634812
2025-06-23,W,29368,2045161,27145969
2025-06-24,D,226684,2294970,26861496
2025-06-24,W,243181,2288342,27389151
2025-06-25,D,24778,2319748,26886274
2025-06-25,W,48270,2336612,27437421
2025-06-26,D,219365,2539113,27105639
2025-06-26,W,249102,2585714,27686523
2025-06-27,D,50481,2589593,27156119
2025-06-27,W,16974,2602688,27703497
2025-06-30,D,282619,2872213,27438739
2025-06-30,W,163987,2766675,27867484
2025-07-01,D,265507,265507,27704246
2025-07-01,W,354975,354975,28222459
2025-07-02,D,22411,287918,27726657
2025-07-02,W,17691,372667,28240151
2025-07-03,D,224927,512845,27951584
2025-07-03,W,283997,656663,28524147
2025-07-07,D,38702,551547,27990286
2025-07-07,W,19382,676045,28543529
2025-07-08,D,237922,789469,28228208
2025-07-08,W,227357,903403,28770886
2025-07-09,D,16206,805675,28244414
2025-07-09,W,48205,951608,28819091
2025-07-10,D,276849,1082524,28521263
2025-07-10,W,299502,1251109,29118593
2025-07-11,D,15386,1097910,28536649
2025-07-11,W,21419,1272528,29140012
2025-07-14,D,30686,1128597,28567335
2025-07-14,W,14825,1287353,29154837
2025-07-15,D,372370,1500967,28939706
2025-07-15,W,342658,1630010,29497494
2025-07-16,D,29838,1530805,28969544
2025-07-16,W,45690,1675701,29543184
2025-07-17,D,242555,1773361,29212100
2025-07-17,W,237615,1913315,29780799
2025-07-18,D,17721,1791082,29229821
2025-07-18,W,19089,1932405,29799889
2025-07-21,D,31580,1822662,29261401
2025-07-21,W,27879,1960284,29827768
2025-07-22,D,246598,2069261,29508000
2025-07-22,W,220622,2180906,30048390
2025-07-23,D,35019,2104280,29543018
2025-07-23,W,46817,2227722,30095206
2025-07-24,D,250884,2355164,29793903
2025-07-24,W,235014,2462736,30330220
2025-07-25,D,13692,2368856,29807595
2025-07-25,W,15002,2477738,30345222
2025-07-28,D,30762,2399618,29838356
2025-07-28,W,16290,2494028,30361512
2025-07-29,D,260748,2660365,30099104
2025-07-29,W,205483,2699511,30566995
2025-07-30,D,16570,2676935,30115674
2025-07-30,W,14958,2714469,30581953
2025-07-31,D,528382,3205317,30644055
2025-07-31,W,450232,3164701,31032185
2025-08-01,D,36569,36569,30680624
2025-08-01,W,156385,156385,31188570
2025-08-04,D,33914,70483,30714539
2025-08-04,W,18884,175269,31207454
2025-08-05,D,260275,330758,30974814
2025-08-05,W,193845,369114,31401299
2025-08-06,D,20385,351144,30995199
2025-08-06,W,15311,384425,31416610
2025-08-07,D,311574,662718,31306773
2025-08-07,W,284198,668623,31700808
2025-08-08,D,14780,677498,31321553
2025-08-08,W,15408,684030,31716216
2025-08-11,D,28732,706230,31350285
2025-08-11,W,15515,699545,31731730
2025-08-12,D,262338,968568,31612624
2025-08-12,W,221120,920665,31952850
2025-08-13,D,16541,985110,31629165
2025-08-13,W,46571,967236,31999421
2025-08-14,D,266513,1251623,31895678
2025-08-14,W,232903,1200139,32232324
2025-08-15,D,185615,1437238,32081293
2025-08-15,W,241588,1441726,32473912
2025-08-18,D,43871,1481109,32125164
2025-08-18,W,17488,1459215,32491400
2025-08-19,D,268756,1749864,32393920
2025-08-19,W,225462,1684676,32716861
2025-08-20,D,21882,1771746,32415809
2025-08-20,W,58603,1743279,32775472
2025-08-21,D,262909,2034655,32678718
2025-08-21,W,227723,1971002,33003194
2025-08-22,D,35825,2070480,32714542
2025-08-22,W,15565,1986567,33018759
2025-08-25,D,31129,2101609,32745672
2025-08-25,W,17119,2003686,33035878
2025-08-26,D,264917,2364597,33008653
2025-08-26,W,227542,2229298,33261484
2025-08-27,D,19241,2383838,33027893
2025-08-27,W,56337,2285635,33317821
2025-08-28,D,259306,2643144,33287200
2025-08-28,W,245444,2531080,33563265
2025-08-29,D,55825,2698969,33343025
2025-08-29,W,110261,2641341,33673526
2025-09-02,D,532388,532388,33875413
2025-09-02,W,397518,397518,34071045
2025-09-03,D,14416,546805,33889829
2025-09-03,W,42571,440090,34113616
2025-09-04,D,312315,859120,34202145
2025-09-04,W,304982,745072,34418598
2025-09-05,D,14977,874097,34217122
2025-09-05,W,18112,763184,34436710
2025-09-08,D,32472,906570,34249594
2025-09-08,W,18241,781425,34454951
2025-09-09,D,265998,1172567,34515592
2025-09-09,W,256086,1037511,34711037
2025-09-10,D,26012,1198579,34541604
2025-09-10,W,48707,1086218,34759744
2025-09-11,D,271069,1469648,34812673
2025-09-11,W,255922,1342140,35015666
2025-09-12,D,46724,1516372,34859396
2025-09-12,W,21686,1363826,35037352
2025-09-15,D,222035,1738406,35081431
2025-09-15,W,72095,1435921,35109448
2025-09-16,D,291628,2030034,35373059
2025-09-16,W,325596,1761517,35435043
2025-09-17,D,31628,2061662,35404687
2025-09-17,W,48226,1809743,35483270
2025-09-18,D,266402,2328063,35671088
2025-09-18,W,257093,2066836,35740363
2025-09-19,D,20390,2348454,35691479
2025-09-19,W,18312,2085148,35758674
2025-09-22,D,37345,2385799,35728823
2025-09-22,W,33404,2118552,35792078
2025-09-23,D,291915,2677714,36020738
2025-09-23,W,332874,2451426,36124952
2025-09-24,D,26915,2704628,36047653
2025-09-24,W,50457,2501883,36175409
2025-09-25,D,267100,2971728,36314753
2025-09-25,W,263983,2765865,36439392
2025-09-26,D,49676,3021404,36364429
2025-09-26,W,24426,2790291,36463817
2025-09-29,D,40055,3061459,36404484
2025-09-29,W,20718,2811009,36484535
2025-09-30,D,511022,3572481,36915506
2025-09-30,W,425871,3236880,36910406
2025-10-01,D,40728,40728,40728
2025-10-01,W,112174,112174,112174
2025-10-02,D,322096,362823,362823
2025-10-02,W,317629,429803,429803
2025-10-03,D,17235,380058,380058
2025-10-03,W,42713,472516,472516
2025-10-06,D,30873,410931,410931
2025-10-06,W,13978,486494,486494
2025-10-07,D,277507,688437,688437
2025-10-07,W,269032,755526,755526
2025-10-08,D,20370,708807,708807
2025-10-08,W,50052,805578,805578
2025-10-09,D,270379,979186,979186
2025-10-09,W,268410,1073988,1073988
2025-10-10,D,19078,998264,998264
2025-10-10,W,20649,1094637,1094637
2025-10-14,D,319283,1317547,1317547
2025-10-14,W,272369,1367006,1367006
2025-10-15,D,157796,1475343,1475343
2025-10-15,W,147210,1514216,1514216
2025-10-16,D,311668,1787011,1787011
2025-10-16,W,263938,1778154,1778154
2025-10-17,D,19919,1806930,1806930
2025-10-17,W,14208,1792362,1792362
2025-10-20,D,30162,1837092,1837092
2025-10-20,W,29801,1822163,1822163
2025-10-21,D,289281,2126373,2126373
2025-10-21,W,265720,2087883,2087883
2025-10-22,D,24819,2151192,2151192
2025-10-22,W,49060,2136943,2136943
2025-10-23,D,303217,2454408,2454408
2025-10-23,W,263325,2400268,2400268
2025-10-24,D,15254,2469663,2469663
2025-10-24,W,17725,2417993,2417993
2025-10-27,D,35349,2505011,2505011
2025-10-27,W,13082,2431075,2431075
2025-10-28,D,288481,2793493,2793493
2025-10-28,W,268385,2699460,2699460
2025-10-29,D,20651,2814143,2814143
2025-10-29,W,21649,2721109,2721109
2025-10-30,D,334447,3148590,3148590
2025-10-30,W,317673,3038783,3038783
2025-10-31,D,289542,3438132,3438132
2025-10-31,W,363847,3402630,3402630
2025-11-03,D,55219,55219,3493351
2025-11-03,W,56590,56590,3459219
2025-11-04,D,292339,347558,3785691
2025-11-04,W,277712,334302,3736931
2025-11-05,D,21468,369027,3807159
2025-11-05,W,18353,352654,3755284
2025-11-06,D,278887,647914,4086046
2025-11-06,W,268031,620686,4023316
2025-11-07,D,14764,662678,4100810
2025-11-07,W,18515,639201,4041831
2025-11-10,D,32679,695356,4133489
2025-11-10,W,17183,656384,4059013
2025-11-12,D,293955,989312,4427444
2025-11-12,W,316111,972494,4375124
2025-11-13,D,294086,1283397,4721529
2025-11-13,W,275301,1247795,4650425
2025-11-14,D,20475,1303872,4742005
2025-11-14,W,23292,1271087,4673717
2025-11-17,D,189063,1492935,4931067
2025-11-17,W,223214,1494301,4896931
2025-11-18,D,288436,1781371,5219503
2025-11-18,W,284975,1779276,5181906
2025-11-19,D,24257,1805628,5243760
2025-11-19,W,51848,1831124,5233753
2025-11-20,D,285417,2091045,5529177
2025-11-20,W,276674,2107797,5510427
2025-11-21,D,15964,2107009,5545142
2025-11-21,W,33465,2141263,5543892
2025-11-24,D,34085,2141094,5579226
2025-11-24,W,19612,2160874,5563504
2025-11-25,D,312361,2453455,5891587
2025-11-25,W,287173,2448047,5850677
2025-11-26,D,25308,2478763,5916896
2025-11-26,W,57366,2505413,5908043
2025-11-28,D,380045,2858808,6296940
2025-11-28,W,323708,2829121,6231751
2025-12-01,D,265226,265226,6562167
2025-12-01,W,273162,273162,6504913
2025-12-02,D,273699,538926,6835866
2025-12-02,W,285932,559093,6790844
2025-12-03,D,19215,558141,6855081
2025-12-03,W,46539,605633,6837384
2025-12-04,D,253068,811209,7108150
2025-12-04,W,282925,888558,7120309
2025-12-05,D,15805,827014,7123954
2025-12-05,W,24238,912796,7144547
2025-12-08,D,32651,859665,7156605
2025-12-08,W,22758,935554,7167305
2025-12-09,D,255233,1114898,7411839
2025-12-09,W,298052,1233606,7465358
2025-12-10,D,21458,1136357,7433297
2025-12-10,W,52937,1286543,7518294
2025-12-11,D,265729,1402086,7699026
2025-12-11,W,278890,1565433,7797184
2025-12-12,D,30376,1432461,7729401
2025-12-12,W,30577,1596011,7827762
2025-12-15,D,192018,1624479,7921419
2025-12-15,W,71488,1667499,7899250
2025-12-16,D,267834,1892313,8189253
2025-12-16,W,293648,1961147,8192898
2025-12-17,D,22865,1915178,8212118
2025-12-17,W,48629,2009775,8241526
2025-12-18,D,259892,2175069,8472010
2025-12-18,W,278887,2288662,8520413
2025-12-19,D,22452,2197522,8494462
2025-12-19,W,25076,2313737,8545488
2025-12-22,D,64508,2262030,8558970
2025-12-22,W,32258,2345996,8577747
2025-12-23,D,248269,2510298,8807238
2025-12-23,W,295878,2641874,8873625
2025-12-24,D,25616,2535914,8832855
2025-12-24,W,48518,2690391,8922142
2025-12-26,D,346355,2882270,9179210
2025-12-26,W,314109,3004500,9236251
2025-12-29,D,38156,2920426,9217366
2025-12-29,W,12947,3017448,9249199
2025-12-30,D,255772,3176198,9473138
2025-12-30,W,288359,3305806,9537557
2025-12-31,D,276369,3452567,9749507
2025-12-31,W,229922,3535728,9767479
2026-01-02,D,299155,299155,10048662
2026-01-02,W,390804,390804,10158283
2026-01-05,D,37177,336331,10085839
2026-01-05,W,17319,408123,10175602
2026-01-06,D,247368,583700,10333207
2026-01-06,W,276495,684618,10452097
2026-01-07,D,26905,610605,10360112
2026-01-07,W,15269,699887,10467366
2026-01-08,D,263883,874488,10623995
2026-01-08,W,273746,973633,10741112
2026-01-09,D,18965,893453,10642960
2026-01-09,W,17559,991192,10758671
2026-01-12,D,40485,933938,10683445
2026-01-12,W,18278,1009469,10776948
2026-01-13,D,255308,1189247,10938754
2026-01-13,W,271840,1281310,11048788
2026-01-14,D,45093,1234340,10983847
2026-01-14,W,48822,1330132,11097611
2026-01-15,D,481122,1715461,11464968
2026-01-15,W,417300,1747432,11514911
2026-01-16,D,46894,1762355,11511862
2026-01-16,W,19550,1766982,11534461
2026-01-20,D,297770,2060124,11809632
2026-01-20,W,266127,2033109,11800587
2026-01-21,D,19372,2079497,11829004
2026-01-21,W,48072,2081181,11848659
2026-01-22,D,345408,2424905,12174412
2026-01-22,W,328128,2409309,12176788
2026-01-23,D,27520,2452425,12201932
2026-01-23,W,15428,2424737,12192216
2026-01-26,D,59203,2511628,12261135
2026-01-26,W,16079,2440816,12208295
2026-01-27,D,281776,2793403,12542911
2026-01-27,W,250593,2691409,12458888
2026-01-28,D,25787,2819191,12568698
2026-01-28,W,47931,2739340,12506819
2026-01-29,D,282109,3101300,12850807
2026-01-29,W,266748,3006087,12773566
2026-01-30,D,43755,3145054,12894562
2026-01-30,W,118575,3124663,12892142
2026-02-02,D,310492,310492,13205053
2026-02-02,W,305754,305754,13197896
2026-02-03,D,286821,597313,13491874
2026-02-03,W,276911,582666,13474807
2026-02-04,D,18874,616187,13510748
2026-02-04,W,19029,601695,13493836
2026-02-05,D,276335,892522,13787083
2026-02-05,W,269509,871204,13763345
2026-02-06,D,14599,907121,13801683
2026-02-06,W,23881,895085,13787226
2026-02-09,D,31679,938800,13833362
2026-02-09,W,19392,914477,13806619
2026-02-10,D,285615,1224415,14118977
2026-02-10,W,254549,1169026,14061168
2026-02-11,D,19944,1244359,14138921
2026-02-11,W,58045,1227071,14119212
2026-02-12,D,279288,1523647,14418209
2026-02-12,W,268822,1495893,14388035
2026-02-13,D,20717,1544365,14438926
2026-02-13,W,28072,1523965,14416107
2026-02-17,D,494091,2038456,14933017
2026-02-17,W,483076,2007042,14899183
2026-02-18,D,15757,2054213,14948774
2026-02-18,W,51562,2058604,14950745
2026-02-19,D,341021,2395234,15289795
2026-02-19,W,325017,2383621,15275762
2026-02-20,D,19415,2414648,15309210
2026-02-20,W,30902,2414523,15306665
2026-02-23,D,38306,2452955,15347516
2026-02-23,W,43512,2458035,15350177
2026-02-24,D,302651,2755606,15650167
2026-02-24,W,289643,2747678,15639820
2026-02-25,D,21179,2776785,15671347
2026-02-25,W,83378,2831056,15723197
2026-02-26,D,280814,3057599,15952161
2026-02-26,W,270340,3101396,15993537
2026-02-27,D,61230,3118830,16013391
2026-02-27,W,111736,3213132,16105274
2026-03-02,D,297319,297319,16310710
2026-03-02,W,224885,224885,16330158
2026-03-03,D,293801,591120,16604511
2026-03-03,W,305439,530324,16635598
2026-03-04,D,23806,614926,16628317
2026-03-04,W,36565,566889,16672163
2026-03-05,D,273574,888499,16901891
2026-03-05,W,279703,846592,16951866
2026-03-06,D,17677,906177,16919568
2026-03-06,W,25440,872033,16977307
2026-03-09,D,44750,950927,16964318
2026-03-09,W,19289,891322,16996595
2026-03-10,D,287104,1238031,17251422
2026-03-10,W,282811,1174132,17279406
2026-03-11,D,23634,1261665,17275056
2026-03-11,W,80669,1254801,17360075
2026-03-12,D,286038,1547703,17561094
2026-03-12,W,282560,1537361,17642635
2026-03-13,D,28680,1576383,17589774
2026-03-13,W,31629,1568991,17674265
2026-03-16,D,195826,1772209,17785601
2026-03-16,W,64585,1633575,17738849
2026-03-17,D,279075,2051285,18064676
2026-03-17,W,286984,1920559,18025833
2026-03-18,D,20951,2072236,18085627
2026-03-18,W,74786,1995346,18100619
2026-03-19,D,335309,2407545,18420936
2026-03-19,W,328320,2323666,18428939
2026-03-20,D,18005,2425550,18438941
2026-03-20,W,29963,2353628,18458902
2026-03-23,D,56488,2482038,18495429
2026-03-23,W,17843,2371471,18476745
2026-03-24,D,259082,2741120,18754511
2026-03-24,W,292385,2663856,18769130
2026-03-25,D,19640,2760760,18774151
2026-03-25,W,58434,2722290,18827564
2026-03-26,D,269001,3029761,19043152
2026-03-26,W,283382,3005672,19110946
2026-03-27,D,47888,3077649,19091040
2026-03-27,W,22264,3027937,19133210
2026-03-30,D,41713,3119362,19132753
2026-03-30,W,21890,3049826,19155100
2026-03-31,D,496155,3615517,19628908
2026-03-31,W,471633,3521460,19626733
2026-04-01,D,44981,44981,19673889
2026-04-01,W,134428,134428,19761162
2026-04-02,D,273357,318338,19947247
2026-04-02,W,300834,435262,20061996
2026-04-03,D,21405,339743,19968651
2026-04-03,W,43543,478805,20105538
2026-04-06,D,37543,377286,20006194
2026-04-06,W,16048,494853,20121586
2026-04-07,D,246048,623333,20252241
2026-04-07,W,293253,788106,20414839
2026-04-08,D,27848,651181,20280089
2026-04-08,W,58996,847102,20473835
2026-04-09,D,274618,925799,20554707
2026-04-09,W,284727,1131829,20758563
2026-04-10,D,43439,969238,20598146
2026-04-10,W,27191,1159020,20785753
2026-04-13,D,75880,1045119,20674027
2026-04-13,W,20188,1179208,20805942
2026-04-14,D,308054,1353173,20982081
2026-04-14,W,287458,1466666,21093400
2026-04-15,D,313370,1666542,21295450
2026-04-15,W,168441,1635108,21261841
2026-04-16,D,381713,2048255,21677163
2026-04-16,W,334993,1970100,21596833
2026-04-17,D,62607,2110862,21739770
2026-04-17,W,35126,2005226,21631959
2026-04-20,D,57658,2168520,21797428
2026-04-20,W,18259,2023485,21650218
2026-04-21,D,269503,2438023,22066931
2026-04-21,W,278028,2301513,21928246
2026-04-22,D,51277,2489300,22118208
2026-04-22,W,73615,2375128,22001861
2026-04-23,D,272244,2761544,22390452
2026-04-23,W,309572,2684700,22311433
2026-04-24,D,25794,2787338,22416246
2026-04-24,W,21388,2706087,22332821
2026-04-27,D,45966,2833304,22462212
2026-04-27,W,17835,2723922,22350655
2026-04-28,D,263294,3096598,22725507
2026-04-28,W,275255,2999177,22625910
2026-04-29,D,25891,3122490,22751398
2026-04-29,W,28211,3027388,22654121
2026-04-30,D,563836,3686325,23315233
2026-04-30,W,582555,3609942,23236676
2026-05-01,D,43050,43050,23358283
2026-05-01,W,155122,155122,23391798
2026-05-04,D,39449,82499,23397733
2026-05-04,W,16792,171914,23408590
2026-05-05,D,247798,330297,23645530
2026-05-05,W,267479,439393,23676069
2026-05-06,D,22697,352994,23668228
2026-05-06,W,20227,459620,23696295
2026-05-07,D,265366,618360,23933594
2026-05-07,W,281561,741181,23977857
2026-05-08,D,18392,636752,23951986
2026-05-08,W,25793,766974,24003650
2026-05-11,D,35483,672235,23987468
2026-05-11,W,20054,787029,24023704
2026-05-12,D,260464,932699,24247932
2026-05-12,W,271017,1058045,24294721
2026-05-13,D,16744,949442,24264676
2026-05-13,W,53360,1111405,24348081
2026-05-14,D,324909,1274351,24589585
2026-05-14,W,329917,1441322,24677998
2026-05-15,D,182579,1456930,24772164
2026-05-15,W,226172,1667494,24904170
2026-05-18,D,44865,1501795,24817028
2026-05-18,W,17759,1685253,24921928
2026-05-19,D,293814,1795609,25110842
2026-05-19,W,257464,1942717,25179393
2026-05-20,D,21204,1816813,25132046
2026-05-20,W,61499,2004216,25240892
2026-05-21,D,275602,2092414,25407648
2026-05-21,W,271699,2275915,25512591
2026-05-22,D,57786,2150201,25465434
2026-05-22,W,18118,2294033,25530709
2026-05-26,D,314691,2464892,25780125
2026-05-26,W,258912,2552946,25789621
2026-05-27,D,13328,2478220,25793453
2026-05-27,W,51997,2604942,25841618
2026-05-28,D,279622,2757842,26073075
2026-05-28,W,272572,2877515,26114190
2026-05-29,D,68288,2826130,26141364
2026-05-29,W,14117,2891632,26128307
2026-06-01,D,280267,280267,26421631
2026-06-01,W,327307,327307,26455615
2026-06-02,D,263280,543548,26684911
2026-06-02,W,254047,581354,26709661
2026-06-03,D,24707,568255,26709619
2026-06-03,W,45061,626415,26754722
2026-06-04,D,266134,834389,26975753
2026-06-04,W,267334,893749,27022057
2026-06-05,D,15580,849969,26991333
2026-06-05,W,34561,928311,27056618
2026-06-08,D,38313,888282,27029646
2026-06-08,W,19623,947934,27076241
2026-06-09,D,247518,1135800,27277164
2026-06-09,W,261349,1209283,27337590
2026-06-10,D,27211,1163010,27304374
2026-06-10,W,56525,1265808,27394115
2026-06-11,D,321512,1484523,27625886
2026-06-11,W,323080,1588887,27717195
2026-06-12,D,46695,1531217,27672581
2026-06-12,W,30188,1619075,27747383
2026-06-15,D,234538,1765755,27907119
2026-06-15,W,70770,1689845,27818153
2026-06-16,D,271427,2037182,28178546
2026-06-16,W,270105,1959950,28088258
2026-06-17,D,26126,2063309,28204672
2026-06-17,W,50738,2010688,28138995
2026-06-18,D,267105,2330414,28471778
2026-06-18,W,308523,2319211,28447518
2026-06-22,D,60855,2391269,28532633
2026-06-22,W,33125,2352335,28480643
2026-06-23,D,262522,2653791,28795155
2026-06-23,W,279461,2631797,28760104
2026-06-24,D,27014,2680806,28822169
2026-06-24,W,51046,2682842,28811149
2026-06-25,D,258447,2939252,29080616
2026-06-25,W,288823,2971665,29099973
2026-06-26,D,45318,2984570,29125934
2026-06-26,W,21210,2992876,29121183
2026-06-29,D,33876,3018446,29159810
2026-06-29,W,52491,3045367,29173674
2026-06-30,D,494841,3513287,29654651
2026-06-30,W,452657,3498024,29626331
2026-07-01,D,43064,43064,29697715
2026-07-01,W,154850,154850,29781181
2026-07-02,D,283480,326545,29981195
2026-07-02,W,320253,475103,30101434
2026-07-03,D,14572,341117,29995767
2026-07-03,W,8315,483418,30109749
2026-07-06,D,28574,369691,30024342
2026-07-06,W,22311,505729,30132060
2026-07-07,D,262298,631989,30286640
2026-07-07,W,260441,766170,30392501
2026-07-08,D,18298,650288,30304938
2026-07-08,W,54019,820189,30446520
2026-07-09,D,335959,986247,30640898
2026-07-09,W,340566,1160755,30787086
2026-07-10,D,14755,1001002,30655653
2026-07-10,W,21120,1181875,30808205
2026-07-13,D,31143,1032146,30686796
2026-07-13,W,19134,1201009,30827339
2026-07-14,D,300990,1333135,30987786
2026-07-14,W,263458,1464466,31090797
2026-07-15,D,164297,1497432,31152083
2026-07-15,W,156135,1620601,31246932
2026-07-16,D,298520,1795953,31450603
2026-07-16,W,271986,1892587,31518918
2026-07-17,D,14393,1810345,31464996
2026-07-17,W,21484,1914072,31540403
2026-07-20,D,32881,1843227,31497878
2026-07-20,W,20103,1934175,31560506
2026-07-21,D,310515,2153741,31808392
2026-07-21,W,263732,2197907,31824238
2026-07-22,D,18798,2172539,31827190
2026-07-22,W,58360,2256267,31882597
2026-07-23,D,308468,2481006,32135657
2026-07-23,W,266684,2522950,32149281
2026-07-24,D,27042,2508049,32162700
2026-07-24,W,17944,2540894,32167225
