month_end_serial,first_issued,prefix,coupon,maturity_serial,type,total,rbnz_issued,eqc,sresl,market
43098,7/2014,0427,4.50%,46492,Nominal,5950,250,0,0,5700
43098,10/2015,0433,3.50%,48683,Nominal,4250,250,0,0,4000
43098,8/2016,0437,2.75%,50145,Nominal,3300,250,0,0,3050
43098,10/2012,0925,2.00%,45920,Inflation-Indexed,5450,250,0,0,5200
43098,10/2013,0930,3.00%,47746,Inflation-Indexed,4450,250,0,0,4200
43098,11/2014,0935,2.50%,49572,Inflation-Indexed,4250,250,0,0,4000
43098,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,2150,150,0,0,2000
-,-,-,-,-,-,-,-,-,-,-
43131,10/2010,0319,5.00%,43539,Nominal,11855,400,0,0,11455
43131,4/2013,0420,3.00%,43936,Nominal,7540,250,0,0,7290
43131,5/2009,0521,6.00%,44331,Nominal,11309,250,0,0,11059
43131,6/2011,0423,5.50%,45031,Nominal,9195,250,0,0,8945
43131,4/2016,0425,2.75%,45762,Nominal,4950,250,0,0,4700
43131,7/2014,0427,4.50%,46492,Nominal,5950,250,0,0,5700
43131,10/2015,0433,3.50%,48683,Nominal,4400,250,0,0,4150
43131,8/2016,0437,2.75%,50145,Nominal,3300,250,0,0,3050
43131,10/2012,0925,2.00%,45920,Inflation-Indexed,5450,250,0,0,5200
43131,10/2013,0930,3.00%,47746,Inflation-Indexed,4450,250,0,0,4200
43131,11/2014,0935,2.50%,49572,Inflation-Indexed,4250,250,0,0,4000
43131,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,2150,150,0,0,2000
-,-,-,-,-,-,-,-,-,-,-
43159,10/2010,0319,5.00%,43539,Nominal,11855,400,0,0,11455
43159,4/2013,0420,3.00%,43936,Nominal,7540,250,0,0,7290
43159,5/2009,0521,6.00%,44331,Nominal,11309,250,0,0,11059
43159,6/2011,0423,5.50%,45031,Nominal,9195,250,0,0,8945
43159,4/2016,0425,2.75%,45762,Nominal,5150,250,0,0,4900
43159,7/2014,0427,4.50%,46492,Nominal,5950,250,0,0,5700
43159,10/2015,0433,3.50%,48683,Nominal,4550,250,0,0,4300
43159,8/2016,0437,2.75%,50145,Nominal,3300,250,0,0,3050
43159,10/2012,0925,2.00%,45920,Inflation-Indexed,5450,250,0,0,5200
43159,10/2013,0930,3.00%,47746,Inflation-Indexed,4450,250,0,0,4200
43159,11/2014,0935,2.50%,49572,Inflation-Indexed,4250,250,0,0,4000
43159,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,2250,150,0,0,2100
-,-,-,-,-,-,-,-,-,-,-
43187,10/2010,0319,5.00%,43539,Nominal,11605,400,0,0,11205
43187,4/2013,0420,3.00%,43936,Nominal,7540,250,0,0,7290
43187,5/2009,0521,6.00%,44331,Nominal,11309,250,0,0,11059
43187,6/2011,0423,5.50%,45031,Nominal,9195,250,0,0,8945
43187,4/2016,0425,2.75%,45762,Nominal,5150,250,0,0,4900
43187,7/2014,0427,4.50%,46492,Nominal,5950,250,0,0,5700
43187,3/2018,0429,0.03,47228,Nominal,2150,150,0,0,2000
43187,10/2015,0433,3.50%,48683,Nominal,4550,250,0,0,4300
43187,8/2016,0437,2.75%,50145,Nominal,3300,250,0,0,3050
43187,10/2012,0925,2.00%,45920,Inflation-Indexed,5450,250,0,0,5200
43187,10/2013,0930,3.00%,47746,Inflation-Indexed,4450,250,0,0,4200
43187,11/2014,0935,2.50%,49572,Inflation-Indexed,4250,250,0,0,4000
43187,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,2450,250,0,0,2200
-,-,-,-,-,-,-,-,-,-,-
43220,10/2010,0319,5.00%,43539,Nominal,11355,400,0,0,10955
43220,4/2013,0420,3.00%,43936,Nominal,7540,250,0,0,7290
43220,5/2009,0521,6.00%,44331,Nominal,11309,250,0,0,11059
43220,6/2011,0423,5.50%,45031,Nominal,9195,250,0,0,8945
43220,4/2016,0425,2.75%,45762,Nominal,5350,250,0,0,5100
43220,7/2014,0427,4.50%,46492,Nominal,5950,250,0,0,5700
43220,3/2018,0429,0.03,47228,Nominal,2150,150,0,0,2000
43220,10/2015,0433,3.50%,48683,Nominal,4700,250,0,0,4450
43220,8/2016,0437,2.75%,50145,Nominal,3500,250,0,0,3250
43220,10/2012,0925,2.00%,45920,Inflation-Indexed,5450,250,0,0,5200
43220,10/2013,0930,3.00%,47746,Inflation-Indexed,4450,250,0,0,4200
43220,11/2014,0935,2.50%,49572,Inflation-Indexed,4250,250,0,0,4000
43220,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,2550,250,0,0,2300
-,-,-,-,-,-,-,-,-,-,-
43251,10/2010,0319,5.00%,43539,Nominal,10855,400,0,0,10455
43251,4/2013,0420,3.00%,43936,Nominal,7540,250,0,0,7290
43251,5/2009,0521,6.00%,44331,Nominal,11309,250,0,0,11059
43251,6/2011,0423,5.50%,45031,Nominal,9195,250,0,0,8945
43251,4/2016,0425,2.75%,45762,Nominal,5550,250,0,0,5300
43251,7/2014,0427,4.50%,46492,Nominal,5950,250,0,0,5700
43251,3/2018,0429,0.03,47228,Nominal,2150,150,0,0,2000
43251,10/2015,0433,3.50%,48683,Nominal,4700,250,0,0,4450
43251,8/2016,0437,2.75%,50145,Nominal,3500,250,0,0,3250
43251,10/2012,0925,2.00%,45920,Inflation-Indexed,5450,250,0,0,5200
43251,10/2013,0930,3.00%,47746,Inflation-Indexed,4450,250,0,0,4200
43251,11/2014,0935,2.50%,49572,Inflation-Indexed,4250,250,0,0,4000
43251,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,2650,250,0,0,2400
-,-,-,-,-,-,-,-,-,-,-
43280,10/2010,0319,5.00%,43539,Nominal,10355,400,0,0,9955
43280,4/2013,0420,3.00%,43936,Nominal,7540,250,0,0,7290
43280,5/2009,0521,6.00%,44331,Nominal,11309,250,0,0,11059
43280,6/2011,0423,5.50%,45031,Nominal,9195,250,0,0,8945
43280,4/2016,0425,2.75%,45762,Nominal,5750,250,0,0,5500
43280,7/2014,0427,4.50%,46492,Nominal,5950,250,0,0,5700
43280,3/2018,0429,0.03,47228,Nominal,2150,150,0,0,2000
43280,10/2015,0433,3.50%,48683,Nominal,4700,250,0,0,4450
43280,8/2016,0437,2.75%,50145,Nominal,3900,250,0,0,3650
43280,10/2012,0925,2.00%,45920,Inflation-Indexed,5450,250,0,0,5200
43280,10/2013,0930,3.00%,47746,Inflation-Indexed,4450,250,0,0,4200
43280,11/2014,0935,2.50%,49572,Inflation-Indexed,4250,250,0,0,4000
43280,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,2750,250,0,0,2500
-,-,-,-,-,-,-,-,-,-,-
43312,10/2010,0319,5.00%,43539,Nominal,9671,400,0,0,9271
43312,4/2013,0420,3.00%,43936,Nominal,7540,250,0,0,7290
43312,5/2009,0521,6.00%,44331,Nominal,11309,250,0,0,11059
43312,6/2011,0423,5.50%,45031,Nominal,9195,250,0,0,8945
43312,4/2016,0425,2.75%,45762,Nominal,5900,250,0,0,5650
43312,7/2014,0427,4.50%,46492,Nominal,5950,250,0,0,5700
43312,3/2018,0429,0.03,47228,Nominal,2400,150,0,0,2250
43312,10/2015,0433,3.50%,48683,Nominal,4700,250,0,0,4450
43312,8/2016,0437,2.75%,50145,Nominal,4050,250,0,0,3800
43312,10/2012,0925,2.00%,45920,Inflation-Indexed,5450,250,0,0,5200
43312,10/2013,0930,3.00%,47746,Inflation-Indexed,4450,250,0,0,4200
43312,11/2014,0935,2.50%,49572,Inflation-Indexed,4250,250,0,0,4000
43312,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,2850,250,0,0,2600
-,-,-,-,-,-,-,-,-,-,-
43343,10/2010,0319,5.00%,43539,Nominal,9637,400,0,0,9237
43343,4/2013,0420,3.00%,43936,Nominal,7540,250,0,0,7290
43343,5/2009,0521,6.00%,44331,Nominal,11309,250,0,0,11059
43343,6/2011,0423,5.50%,45031,Nominal,9195,250,0,0,8945
43343,4/2016,0425,2.75%,45762,Nominal,6050,250,0,0,5800
43343,7/2014,0427,4.50%,46492,Nominal,5950,250,0,0,5700
43343,3/2018,0429,0.03,47228,Nominal,2650,150,0,0,2500
43343,10/2015,0433,3.50%,48683,Nominal,4700,250,0,0,4450
43343,8/2016,0437,2.75%,50145,Nominal,4200,250,0,0,3950
43343,10/2012,0925,2.00%,45920,Inflation-Indexed,5450,250,0,0,5200
43343,10/2013,0930,3.00%,47746,Inflation-Indexed,4450,250,0,0,4200
43343,11/2014,0935,2.50%,49572,Inflation-Indexed,4250,250,0,0,4000
43343,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,2950,250,0,0,2700
-,-,-,-,-,-,-,-,-,-,-
43371,10/2010,0319,5.00%,15-Mar-2019,Nominal,9637,400,0,0,9237
43371,4/2013,0420,3.00%,15-Apr-2020,Nominal,7540,250,0,0,7290
43371,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43371,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43371,4/2016,0425,2.75%,15-Apr-2025,Nominal,6050,250,0,0,5800
43371,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43371,3/2018,0429,0.03,20-Apr-2029,Nominal,3150,150,0,0,3000
43371,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43371,8/2016,0437,2.75%,15-Apr-2037,Nominal,4350,250,0,0,4100
43371,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43371,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43371,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43371,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,3050,250,0,0,2800
-,-,-,-,-,-,-,-,-,-,-
43404,10/2010,0319,5.00%,15-Mar-2019,Nominal,9637,400,0,0,9237
43404,4/2013,0420,3.00%,15-Apr-2020,Nominal,7540,250,0,0,7290
43404,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43404,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43404,4/2016,0425,2.75%,15-Apr-2025,Nominal,6350,250,0,0,6100
43404,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43404,3/2018,0429,0.03,20-Apr-2029,Nominal,3400,150,0,0,3250
43404,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43404,8/2016,0437,2.75%,15-Apr-2037,Nominal,4500,250,0,0,4250
43404,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43404,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43404,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43404,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,3150,250,0,0,2900
,,,,,,,,,,
43434,10/2010,0319,5.00%,15-Mar-2019,Nominal,9637,400,0,0,9237
43434,4/2013,0420,3.00%,15-Apr-2020,Nominal,7540,250,0,0,7290
43434,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43434,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43434,4/2016,0425,2.75%,15-Apr-2025,Nominal,6500,250,0,0,6250
43434,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43434,3/2018,0429,0.03,20-Apr-2029,Nominal,3650,150,0,0,3500
43434,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43434,8/2016,0437,2.75%,15-Apr-2037,Nominal,4650,250,0,0,4400
43434,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43434,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43434,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43434,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,3250,250,0,0,3000
43462,10/2010,0319,5.00%,15-Mar-2019,Nominal,9637,400,0,0,9237
43462,4/2013,0420,3.00%,15-Apr-2020,Nominal,7540,250,0,0,7290
43462,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43462,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43462,4/2016,0425,2.75%,15-Apr-2025,Nominal,6500,250,0,0,6250
43462,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43462,3/2018,0429,0.03,20-Apr-2029,Nominal,4150,150,0,0,4000
43462,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43462,8/2016,0437,2.75%,15-Apr-2037,Nominal,4650,250,0,0,4400
43462,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43462,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43462,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43462,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,3350,250,0,0,3100
43496,10/2010,0319,5.00%,15-Mar-2019,Nominal,9637,400,0,0,9237
43496,4/2013,0420,3.00%,15-Apr-2020,Nominal,7540,250,0,0,7290
43496,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43496,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43496,4/2016,0425,2.75%,15-Apr-2025,Nominal,6500,250,0,0,6250
43496,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43496,3/2018,0429,0.03,20-Apr-2029,Nominal,4400,150,0,0,4250
43496,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43496,8/2016,0437,2.75%,15-Apr-2037,Nominal,4850,250,0,0,4600
43496,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43496,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43496,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43496,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,3350,250,0,0,3100
43524,10/2010,0319,5.00%,15-Mar-2019,Nominal,9637,400,0,0,9237
43524,4/2013,0420,3.00%,15-Apr-2020,Nominal,7540,250,0,0,7290
43524,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43524,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43524,4/2016,0425,2.75%,15-Apr-2025,Nominal,6700,250,0,0,6450
43524,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43524,3/2018,0429,0.03,20-Apr-2029,Nominal,4650,150,0,0,4500
43524,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43524,8/2016,0437,2.75%,15-Apr-2037,Nominal,5050,250,0,0,4800
43524,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43524,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43524,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43524,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,3450,250,0,0,3200
43553,4/2013,0420,3.00%,15-Apr-2020,Nominal,7440,400,0,0,7040
43553,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43553,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43553,4/2016,0425,2.75%,15-Apr-2025,Nominal,6900,250,0,0,6650
43553,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43553,3/2018,0429,0.03,20-Apr-2029,Nominal,5000,250,0,0,4750
43553,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43553,8/2016,0437,2.75%,15-Apr-2037,Nominal,5250,250,0,0,5000
43553,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43553,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43553,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43553,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,3550,250,0,0,3300
43585,4/2013,0420,3.00%,15-Apr-2020,Nominal,6710,400,0,0,6310
43585,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43585,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43585,4/2016,0425,2.75%,15-Apr-2025,Nominal,7100,250,0,0,6850
43585,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43585,3/2018,0429,0.03,20-Apr-2029,Nominal,5250,250,0,0,5000
43585,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43585,8/2016,0437,2.75%,15-Apr-2037,Nominal,5400,250,0,0,5150
43585,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43585,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43585,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43585,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,3650,250,0,0,3400
43616,4/2013,0420,3.00%,15-Apr-2020,Nominal,6210,400,0,0,5810
43616,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43616,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43616,4/2016,0425,2.75%,15-Apr-2025,Nominal,7250,250,0,0,7000
43616,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43616,3/2018,0429,0.03,20-Apr-2029,Nominal,5450,250,0,0,5200
43616,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43616,8/2016,0437,2.75%,15-Apr-2037,Nominal,5550,250,0,0,5300
43616,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43616,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43616,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43616,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,3750,250,0,0,3500
43646,4/2013,0420,3.00%,15-Apr-2020,Nominal,5780,400,0,0,5380
43646,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43646,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43646,4/2016,0425,2.75%,15-Apr-2025,Nominal,7250,250,0,0,7000
43646,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43646,3/2018,0429,0.03,20-Apr-2029,Nominal,5700,250,0,0,5450
43646,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43646,8/2016,0437,2.75%,15-Apr-2037,Nominal,5700,250,0,0,5450
43646,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43646,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43646,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43646,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,3850,250,0,0,3600
43677,4/2013,0420,3.00%,15-Apr-2020,Nominal,5780,400,0,0,5380
43677,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43677,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43677,4/2016,0425,2.75%,15-Apr-2025,Nominal,7650,250,0,0,7400
43677,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43677,3/2018,0429,0.03,20-Apr-2029,Nominal,5950,250,0,0,5700
43677,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43677,8/2016,0437,2.75%,15-Apr-2037,Nominal,5850,250,0,0,5600
43677,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43677,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43677,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43677,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,3900,250,0,0,3650
43707,4/2013,0420,3.00%,15-Apr-2020,Nominal,5780,400,0,0,5380
43707,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43707,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43707,4/2016,0425,2.75%,15-Apr-2025,Nominal,7900,250,0,0,7650
43707,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43707,3/2018,0429,0.03,20-Apr-2029,Nominal,6200,250,0,0,5950
43707,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43707,8/2016,0437,2.75%,15-Apr-2037,Nominal,6000,250,0,0,5750
43707,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43707,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43707,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43707,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,3950,250,0,0,3700
43738,4/2013,0420,3.00%,15-Apr-2020,Nominal,5780,400,0,0,5380
43738,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43738,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43738,4/2016,0425,2.75%,15-Apr-2025,Nominal,7900,250,0,0,7650
43738,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43738,3/2018,0429,0.03,20-Apr-2029,Nominal,6450,250,0,0,6200
43738,9/2019,0531,1.4999999999999999E-2,15-May-2031,Nominal,2150,150,0,0,2000
43738,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43738,8/2016,0437,2.75%,15-Apr-2037,Nominal,6000,250,0,0,5750
43738,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43738,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43738,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43738,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,4000,250,0,0,3750
43769,4/2013,0420,3.00%,15-Apr-2020,Nominal,5780,400,0,0,5380
43769,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43769,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43769,4/2016,0425,2.75%,15-Apr-2025,Nominal,8400,250,0,0,8150
43769,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43769,3/2018,0429,0.03,20-Apr-2029,Nominal,6700,250,0,0,6450
43769,9/2019,0531,1.4999999999999999E-2,15-May-2031,Nominal,2150,150,0,0,2000
43769,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43769,8/2016,0437,2.75%,15-Apr-2037,Nominal,6150,250,0,0,5900
43769,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43769,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43769,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43769,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,4050,250,0,0,3800
43799,4/2013,0420,3.00%,15-Apr-2020,Nominal,5780,400,0,0,5380
43799,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43799,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43799,4/2016,0425,2.75%,15-Apr-2025,Nominal,8400,250,0,0,8150
43799,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43799,3/2018,0429,0.03,20-Apr-2029,Nominal,7100,250,0,0,6850
43799,9/2019,0531,1.4999999999999999E-2,15-May-2031,Nominal,2150,150,0,0,2000
43799,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43799,8/2016,0437,2.75%,15-Apr-2037,Nominal,6300,250,0,0,6050
43799,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43799,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43799,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43799,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,4100,250,0,0,3850
43830,4/2013,0420,3.00%,15-Apr-2020,Nominal,5780,400,0,0,5380
43830,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43830,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43830,4/2016,0425,2.75%,15-Apr-2025,Nominal,8650,250,0,0,8400
43830,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43830,3/2018,0429,0.03,20-Apr-2029,Nominal,7350,250,0,0,7100
43830,9/2019,0531,1.4999999999999999E-2,15-May-2031,Nominal,2150,150,0,0,2000
43830,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43830,8/2016,0437,2.75%,15-Apr-2037,Nominal,6300,250,0,0,6050
43830,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43830,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43830,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43830,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,4150,250,0,0,3900
43861,4/2013,0420,3.00%,15-Apr-2020,Nominal,5780,400,0,0,5380
43861,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
43861,6/2011,0423,5.50%,15-Apr-2023,Nominal,9195,250,0,0,8945
43861,4/2016,0425,2.75%,15-Apr-2025,Nominal,8650,250,0,0,8400
43861,7/2014,0427,4.50%,15-Apr-2027,Nominal,5950,250,0,0,5700
43861,3/2018,0429,0.03,20-Apr-2029,Nominal,7350,250,0,0,7100
43861,9/2019,0531,1.4999999999999999E-2,15-May-2031,Nominal,2400,150,0,0,2250
43861,10/2015,0433,3.50%,14-Apr-2033,Nominal,4700,250,0,0,4450
43861,8/2016,0437,2.75%,15-Apr-2037,Nominal,6450,250,0,0,6200
43861,10/2012,0925,2.00%,20-Sep-2025,Inflation-Indexed,5450,250,0,0,5200
43861,10/2013,0930,3.00%,20-Sep-2030,Inflation-Indexed,4450,250,0,0,4200
43861,11/2014,0935,2.50%,20-Sep-2035,Inflation-Indexed,4250,250,0,0,4000
43861,3/2017,0440,2.5000000000000001E-2,20-Sep-2040,Inflation-Indexed,4150,250,0,0,3900
43889,4/2013,0420,3.00%,15-Apr-2020,Nominal,5780,400,0,0,5380
43889,5/2009,0521,6.00%,15-May-2021,Nominal,11309,250,0,0,11059
